Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,CoinName,Class
BTPL,Skein,PoW/PoS,6804362.0,100000000.0,-0.4377426096304642,1.8647642602761314,-0.39700805240648646,Bitcoin Planet,3
UNIFY,Scrypt,PoW,18133195.0,19276800.0,-0.1692198944518823,-1.1251897089057938,0.0034131764448138108,Unify,0
BRIT,X13,PoW/PoS,21268092.0,30000000.0,-0.27497987889862996,1.7497546346378958,-0.4770368792077869,BritCoin,3
SOCC,Scrypt,PoW,5167775.0,75000000.0,-0.1689831012753703,-1.125220664929719,0.0034107891246566648,SocialCoin,0
ARC,X11,PoW,26042364.3735553,60000000.0,-0.2209021542253395,-0.9337144793912836,0.024611182976918944,ArcticCoin,0
DAS,X11,PoW,2622886.0,18900000.0,-0.22147968571381368,-0.9337044755546262,0.024622737512703906,DAS,0
LINDA,Scrypt,PoW/PoS,9044930943.24243,50000000000.0,0.1271115253262513,0.9675416641303344,-0.4357154165236978,Linda,3
XLC,CryptoNight,PoW,14161803.0,54000000.0,0.30909423969770783,-2.2690152005542727,0.3209019506866567,LeviarCoin,0
ONION,X13,PoW/PoS,21917018.0492836,18898187.6216583,-0.27505068161593677,1.7497600497455297,-0.4770358292449301,DeepOnion,3
BTX,Time Travel,PoW,17801865.1605478,21000000.0,-0.16443629492988276,-2.086330524064448,0.3648208672252681,Bitcore,0
GCN,Scrypt,PoW,163055097500.0,200000000000.0,3.2404468910848614,-1.1547740346743185,-0.06738287977226422,gCn Coin,0
SMART,Keccak,PoW,2241009149.22257,5000000000.0,-0.12486717910493524,-1.1066076057465688,0.1289632223496307,SmartCash,0
SIGT,SkunkHash v2 Raptor,PoS,107972766.0,137500000.0,-0.3364292757077049,1.5296188021666226,-0.08966838354303212,Signatum,3
ONX,X11,PoW,122475638.389743,1100000000.0,-0.2123489899339484,-0.9341606058167098,0.024466138610355556,Onix,0
CRM,Skein,PoW/PoS,47331802.4774238,100000000.0,-0.43724756886571026,1.8647800234379661,-0.39702008650718595,Cream,3
BCH,SHA-256,PoW,17995589.6469082,21000000.0,-0.14654350965246815,-1.3030392535428041,0.14592769596603453,Bitcoin Cash,0
XMCC,X11,PoW/PoS,12569262.5359307,9507271.0,-0.38979725851049096,1.1787668369241195,-0.4062329015127396,Monoeci,3
DFT,Scrypt,PoS,18663297.3489799,17405891.19707116,-0.2936493637727002,0.80276922961522,-0.195052341272388,Draftcoin,3
VET,VeChainThor Authority,Proof of Authority,55454734800.0,86712634466.0,4.4055372186016415,2.897444398678654,3.7890456190519304,Vechain,3
SOJ,Scrypt,PoW,485214.0,10500000000.0,-0.09511064500453706,-1.1300704538384285,0.0022452837423917148,Sojourn Coin,0
STCN,PoS,PoS,4000000.0,61599965.0,-0.35228911035258414,1.5530566848424026,-0.08900114125604879,Stakecoin,3
NYC,Scrypt,PoW,143006669741.687,0.0,1.5772416001043061,-1.0695653043661597,-0.03904326741957445,NewYorkCoin,0
FRAZ,Scrypt,PoW,9704042.0,20000000.0,-0.16931772753036162,-1.1251933237395042,0.0034155984235230952,FrazCoin,0
KRONE,Scrypt,PoW,17453749.4042601,84000000.0,-0.1687692045189574,-1.1252200715915641,0.0034061335709653752,Kronecoin,0
ACC,Scrypt,PoW,32646731.063036,100000000.0,-0.16847015779233795,-1.1252216028020032,0.003399831291804989,AdCoin,0
LINX,Scrypt,PoW,33716526.0,100000000.0,-0.16845709029788264,-1.1252211867048965,0.0033995136299973545,Linx,0
XCXT,Scrypt,PoW/PoS,19539588.0,48252000.0,-0.3373696937549354,0.9872604395954608,-0.42744422135903,CoinonatX,3
ETHD,Scrypt,PoW/PoS,4200000.0,4200000.0,-0.33786946409033275,0.9872749588852621,-0.4274347356178743,Ethereum Dark,3
SUMO,CryptoNight,PoW,8946653.0,88888888.0,0.3092779540005104,-2.2690334534682166,0.3208995940594118,Sumokoin,0
ODN,SHA-512,PoS,25000000.0,91388946.0,-0.3088476180635246,1.5877786145132673,-0.21821495397094479,Obsidian,3
ADA,Ouroboros,PoS,25927070538.0,45000000000.0,0.6528775188361398,1.5777913118543532,-0.09469792998769987,Cardano,3
REC,X11,PoW/PoS,7262402.04264803,27000000.0,-0.38973803058684015,1.17875663812502,-0.40623328371301004,Regalcoin,3
BTCZ,Equihash,PoW,5211553258.01514,21000000000.0,0.0578447092692242,-2.1143914343868926,0.314589904139323,BitcoinZ,0
TZC,NeoScrypt,PoW/PoS,182638400.0,400000000.0,-0.3355261908142192,0.5404964025137251,-0.2302727959273998,TrezarCoin,3
ELM,X11,PoW,2702855668.85288,1800000000.0,-0.17586566871513543,-0.9334824891273273,0.02362157532766256,Elements,0
TER,Scrypt,PoW/PoS,1140734.91680375,15733333.0,-0.3378250433898975,0.9872684056041657,-0.4274351181628065,TerraNovaCoin,3
VIVO,NeoScrypt,PoW,4165967.57499639,27000000.0,-0.17197892193944825,-1.571862633045504,0.20067568689222154,VIVO Coin,0
RUP,Lyra2REv2,PoS,24000000.0,24000000.0,-0.3080468435546269,0.6420652220104425,-0.046727605976748784,Rupee,3
BTG,Equihash,PoW,17202361.088994,21000000.0,-0.15437816080787747,-2.1066558544551084,0.31848053054085623,Bitcoin Gold,0
WOMEN,Scrypt,PoW/PoS,48459472454.0,25000000000.0,0.4312689449386968,0.9944977851740191,-0.44462074493865983,WomenCoin,3
MAY,SHA-256,PoW/PoS,92050800.0,100000000.0,-0.3134511525494943,0.8094158885647063,-0.28495687336555486,Theresa May Coin,3
NAMO,NIST5,PoW/PoS,560563220.0,1200000000.0,-0.3393471041556687,1.4533986928146734,-0.445732491532164,NamoCoin,3
LUX,PHI1612,PoW/PoS,8305775.31777569,60000000.0,-0.39185749116454516,1.7950431974731413,-0.40119731978009543,LUXCoin,3
PIRL,Dagger,PoW,33986980.0,156306732.71,-0.14516581885969806,-2.210718316458359,0.2754437835246732,Pirl,0
XIOS,Scrypt,PoW/PoS,2149688.0,21000000.0,-0.3377753701197762,0.9872663488635645,-0.42743600726935965,Xios,3
BTDX,Quark,PoW/PoS,30711550.5294042,200000000.0,-0.40021277320685306,1.6637886097203132,-0.3703806174952187,Bitcloud 2.0,3
EBST,Scrypt,PoW,99990001.493466,100000000.0,-0.1676475629355649,-1.1251954096139372,0.003379834576290141,eBoost,0
KEK,POS 2.0,PoS,12330806.30517,21000000.0,-0.36052168532246764,1.5203296754224964,-0.034723283464627906,KekCoin,3
BLHC,Scrypt,PoW/PoS,16362544.992,14788275.991,-0.33764581164244406,0.9872747656149695,-0.42743953230041887,BlackholeCoin,3
XIN,SHA-256,PoS,8999999990.0,9000000000.0,-0.09757619010717102,0.6242366323429438,-0.05621000559346971,Infinity Economics,3
PURA,X11,PoW,175215859.0,350000000.0,-0.21702345074884274,-0.9337913178405842,0.024534427420855216,Pura,0
INN,NeoScrypt,PoW,6375259.04,45000000.0,-0.17182428722626164,-1.5718701443324163,0.20067301608748847,Innova,0
ELLA,Ethash,PoW,12756367.0,280000000.0,-0.16270425497761387,-1.9634261053295383,0.32935277099367466,Ellaism,0
GBX,NeoScrypt,PoW,5832306.875,31800000.0,-0.17192452813116466,-1.5718642170800192,0.20067465481849206,GoByte,0
MAG,X11,PoW/PoS,38198594.8342105,144000000.0,-0.3885304323608318,1.178714261922499,-0.40625556591326595,Magnet,3
TAU,DPoS,DPoS,288090567.493887,500000000.0,3.7292984182454747,1.7724392522343513,0.12594597365104007,Lamden Tau,3
ECA,NIST5,PoW/PoS,28399150208.0,30000000000.0,0.20493723280641865,1.450833574212482,-0.4572224554644238,Electra,3
BCD,X13,PoW/PoS,183534024.889807,210000000.0,-0.27172132499205026,1.7497340421121637,-0.47710520982483773,Bitcoin Diamond,3
XSH,Multiple,PoW,481730566.566176,660000000.0,-0.11197494324338148,-1.8163950087153742,0.26121636820192284,SHIELD,0
CNBC,Scrypt,PoW/PoS,110976977.29338,210000000.0,-0.3351057425508385,0.9872207860633371,-0.42748947736254694,Cash & Back Coin,3
XUN,CryptoNight,PoW,19281821413.4924,85000000000.0,1.1468485895589613,-2.3010237195693795,0.30567245365565904,UltraNote,0
COAL,CryptoNight,PoW,4500000.0,12500000.0,0.3086819209325252,-2.268999659651927,0.32090946483117594,BitCoal,0
DAXX,Ethash,PoW,520891780.0,10000000000.0,-0.0875673107614299,-1.9677485853415455,0.328113903307113,DaxxCoin,0
BWK,NIST5,PoS,13247178.8807286,27716121.0,-0.3103960996489877,1.2692257509838993,-0.21305058928195938,Bulwark,3
KLKS,Quark,PoS,16955764.902064,20000000.0,-0.35770750142465607,1.4793617517175526,-0.1379682178479581,Kalkulus,3
AC3,X11,PoW,80316207.0,550000000.0,-0.21676433080448645,-0.9339212356658286,0.02454022015810798,AC3,0
LTHN,CryptoNight-V7,PoW,441250233.377,999481516.0,-0.14640725885184197,-2.1715137008923833,0.37396808075690496,Lethean,0
GER,Scrypt,PoW/PoS,4911500269.41,50000000000.0,0.07662186553708525,0.965933964856051,-0.43448804760091086,GermanCoin,3
LTCU,Scrypt,PoW/PoS,8419402.321,150000000.0,-0.33678397287752837,0.9872087982314177,-0.42745230826641795,LiteCoin Ultra,3
POP,Scrypt,PoW,3964201248.87125,4999999999.0,-0.08569769563558685,-1.125971084369155,0.0016839378766856164,PopularCoin,0
PNX,X11,PoW/PoS,45174214.1078625,50000000.0,-0.38911183340913563,1.1787606881813777,-0.4062471155829782,PhantomX,3
PHO,BLAKE256,PoW,30089671530.5228,90000000000.0,1.0986345589507647,-1.2036722349373572,0.034924087376093454,Photon,0
SUCR,X11,PoW,4229040.50393462,19800000.0,-0.22145368419653486,-0.9337042693698615,0.024622159846634843,Sucre,0
SPK,NeoScrypt,PoW,7847417.33355824,21000000.0,-0.1719765026460002,-1.5718584109471674,0.2006752653279114,SparksPay,0
WAGE,Quark,PoS,27299680.0,120000000.0,-0.3568719936439297,1.479319271700296,-0.1379824825852876,Digiwage,3
GUN,NeoScrypt,PoW,299797953.0,500000000.0,-0.1650134769919287,-1.5719676074291427,0.20053495873778646,GunCoin,0
IRL,Scrypt,PoW,45483049.3398182,64000000.0,-0.16856865941821508,-1.125199868928454,0.0034000492809233697,IrishCoin,0
TROLL,Scrypt,PoW/PoS,591022748.0,900000000.0,-0.3243488205106362,0.9870866273526977,-0.42770925415383254,Trollcoin,3
LCP,Scrypt,PoW/PoS,2504486.227718,4000000.0,-0.33789159302540334,0.9872743924211737,-0.4274342097704393,Litecoin Plus,3
MONK,X11,PoS,4407252.0,21000000.0,-0.3458656742720169,0.9942531042095639,-0.17384359711546857,Monkey Project,3
PCOIN,X11,PoW,8478104.33969947,23000000.0,-0.22137908904801606,-0.9337041048001995,0.024620539958090864,Pioneer Coin,0
UBTC,SHA-256,PoW,20166000.0,20166000.0,-0.14652291256514782,-1.303038021523545,0.14592714484234032,UnitedBitcoin,0
ITZ,C11,PoW,11916588.09471,23000000.0,-0.21015189520409447,-1.2467549480416689,0.197095629391531,Interzone,0
TPAY,POS 3.0,PoS,20445861.5344251,25000000.0,-0.35797756186330976,1.54279954705614,-0.03212408572124689,TokenPay,3
MCT,Ethash,PoS,1618033.0,1618033.0,-0.2892371521827478,-0.03534311852104,0.1309216686287895,1717 Masonic Commemorative Token,3
MBC,Scrypt,PoW and PoS,9399342.52839847,30000000.0,-0.2948028915274785,0.3091660320705382,-0.25366034560271056,My Big Coin,3
TRTL,CryptoNight,PoW,53139835213.77,1000000000000.0,8.049212357951381,-2.7133597056447276,0.19320055993011895,TurtleCoin,0
MUN,SkunkHash,PoW,4818338.98949984,16600000.0,-0.15753855345056544,-2.2252362816208398,0.3967153750209604,MUNcoin,0
USX,Scrypt,PoW/PoS,234846265.782157,232000000.0,-0.33343667044580066,0.9872587343424145,-0.42752872126394914,Unified Society USDEX,3
NBR,CryptoNight,PoW,133932467.774108,336000000.0,0.3125570564131764,-2.2690997549813745,0.3208348213812731,Niobio Cash,0
SSS,Scrypt,PoW,10000000000.0,10000000000.0,0.023487167468962674,-1.1259486227095743,-0.0006679769669289437,ShareChain,0
TRF,Dagger,PoW,107325266.027783,100000000.0,-0.14466929850396482,-2.2106636070256545,0.2754283092172406,Travelflex,0
KREDS,Lyra2REv2,PoW,643795911.540095,1100000000.0,-0.16842285599517667,-1.2861519458247286,0.1514334840294598,KREDS,0
TOKC,X13,PoS,230298925.0,800000000.0,-0.2230162843219808,1.564972648344223,-0.24479696900233283,Tokyo Coin,3
BBP,Proof-of-BibleHash,POBh,1772091549.88818,5200000000.0,-0.1966568067117161,4.753013509546538,-4.979885265386981,BiblePay,3
LCC,SHA-256 + Hive,PoW + Hive,638382332.208514,840000000.0,-0.37086418194638415,4.506334304899253,3.068782175561172,LitecoinCash,3
FLIP,Scrypt,PoW,12446100.00278,40000000.0,-0.1691424019522045,-1.1252015578724204,0.003412545555735291,BitFlip,0
LOT,Scrypt,PoW,14491014421.0,18406979840.0,0.13796341106543952,-1.128111363041476,-0.00294253963546363,LottoCoin,0
CIF,X11,PoW,211297638.500483,500000000.0,-0.21551897750019694,-0.9338470387499632,0.02450692353409379,Crypto Improvement Fund,0
SPD,C11,PoW/PoS,11251342.1879021,19340594.0,-0.378558430184663,0.8657095708592741,-0.23375750039440266,Stipend,3
POA,Proof-of-Authority,PoA,204479039.0,252460800.0,-0.4035977038255202,2.9590530130755623,15.176466417094993,Poa Network,1
PUSHI,X11,PoW/PoS,2167827.1,25000000.0,-0.38981444372528273,1.1787555866540846,-0.4062315470797911,Pushi,3
ELP,XEVAN,PoW/PoS,419275.38,60000000.0,-0.31226700680267677,1.5691420294001701,-0.4551228133923215,Ellerium,3
VLX,Scrypt,PoS,25570013.1348022,124000000.0,-0.2928090786115627,0.8027223462208029,-0.19506632347248176,Velox,3
ONT,VBFT,PoS,650848625.0,1000000000.0,-0.3254330421340337,1.5999070994772766,-0.0023623859247949475,Ontology,3
CLO,Ethash,PoW,247612453.0,6500000000.0,-0.11572591197032123,-1.9662272623992698,0.3285868136590655,Callisto Network,0
TUBE,CryptoNight,PoW,80049082.9057215,1000000000.0,0.31660767821153346,-2.2694294947651787,0.3207764982094957,BitTube,0
PSD,Scrypt,PoW,4070212.1493016,21000000.0,-0.169379452921509,-1.125195980052417,0.0034171593841766236,Poseidon,0
ADK,IMesh,PoW,25000000.0,25000000.0,-0.14866078331970453,-2.137539029970691,0.26598464123603077,Aidos Kuneen,0
BSX,NIST5,PoW/PoS,13787854.6277781,50000000.0,-0.3541812488331714,1.4537208121448701,-0.44544141132071163,Bitspace,3
BRIA,Scrypt,PoW/PoS,845637.81347436,3000000.0,-0.3379189473536476,0.9872742122443814,-0.42743360526434776,Briacoin,3
IC,Scrypt,PoW/PoS,1182153.5,5000000.0,-0.3379006536835241,0.987273413066541,-0.42743392905324357,Ignition,3
BTL,Equihash,PoW,71355477.0,70000000.0,-0.1533691959629191,-2.1066575781925736,0.31845896578146,Bitrolium,0
MEDIC,Scrypt,PoS,267297676.3125,500000000.0,-0.2871899550332419,0.8026415139205638,-0.1951801879859111,MedicCoin,3
ALPS,Lyra2Z,PoW,27340501.6514783,300000000.0,-0.14469007667546233,-2.140423899390892,0.2795332785930813,Alpenschillling,0
BITG,Green Protocol,PoS,9803691.3618195,21000000.0,-0.3399312503656376,1.4772798091935186,-0.09658650267838384,Bitcoin Green,3
DEV,PoS,PoS,21876586.8530324,88000000.0,-0.3518835309032986,1.5530513610630419,-0.08900940449857146,Deviant Coin,3
ABJ,Scrypt,PoW/PoS,9880502.37178894,30000000.0,-0.3376171144272817,0.9872651704706672,-0.42743931022703474,Abjcoin,3
SEM,Semux BFT consensus,DPoS,1231147.0,100000000.0,3.909178454497588,1.9020202262877242,0.16252150222437964,Semux,3
FTO,X11,PoW,31801461.1867843,100000000.0,-0.22054814419149152,-0.9337308407032365,0.02460499558933936,FuturoCoin,0
CARE,Quark,PoW/PoS,139739596.506702,200000000.0,-0.39888100079230154,1.6638310162160852,-0.3704129919671534,Carebit,3
NZL,PoS,PoS,11075254.0929996,80000000.0,-0.35207220125890726,1.553050880143897,-0.08900530172251801,Zealium,3
XMC,CryptoNight,PoW,16016864.0,18400000.0,0.3088644391640111,-2.2689979238576434,0.3209053846454991,Monero Classic,0
PROTON,X16R,PoS,4403800.0,45000000.0,-0.31527642060353506,0.7148084724367185,0.023835962959079148,Proton,3
DEAL,Scrypt,PoW/PoS,1404157529.46026,5121951220.0,-0.28447614038458124,0.9854395503293347,-0.4284232773895825,iDealCash,3
JUMP,NIST5,PoW,21069346.2522598,21000000.0,-0.18592550330218918,-0.6587259456678731,-0.014586590496219711,Jumpcoin,0
INFX,Lyra2RE,PoW,5097689.71077377,26280000.0,-0.1504677172206987,-2.201978181156419,0.327976209730313,Infinex,0
XBI,XEVAN,PoS/PoW,10904963.0923455,21000000.0,-0.28802437102369227,1.3749283609146339,-0.3310535078808454,Bitcoin Incognito,3
KEC,Tribus,PoW,795447.0,18000000.0,-0.1558308567511242,-2.1421169810593317,0.30379377006354613,KEYCO,0
HWC,Scrypt,PoS,38706809.466535,26000000.0,-0.2933435874680139,0.8027730290030686,-0.19505925489444434,HollyWoodCoin,3
GIN,Lyra2Z,PoW,6986399.70430446,10500000.0,-0.14699171158865504,-2.140297189111185,0.27957172692586346,GINcoin,0
PLTC,CryptoNight,PoW,84300.0,600000518.0,0.312794286459372,-2.2692745841894433,0.3208450156430146,PlatinCoin,0
LOKI,CryptoNight Heavy,PoW,19153632.0,150000000.0,0.5894905174167018,-2.246030891876832,0.34694577783895164,Loki,0
NCP,CryptoNight,PoW,41294520017.0,184000000000.0,2.1177984343182383,-2.3385001266239716,0.28805475402771186,Newton Coin,0
SIC,Scrypt,PoW/PoS,10200000000.0,10200000000.0,-0.1410239854001972,0.986499236690194,-0.43160348780593083,Swisscoin,3
XT3,Scrypt,PoS,7630000.0154,44000000.0,-0.2935955409000218,0.8027525710758212,-0.19505204182085725,Xt3ch,3
MGD,Jump Consistent Hash,PoW,135862416.039898,168000000.0,-0.1440656888645967,-2.137912875004446,0.41519280602115155,MassGrid,0
VIG,SHA-256D,PoW/PoS,33238183.7225834,100000000.0,-0.3462871287905809,1.8716349207062786,-0.5602107539085056,TheVig,3
PLURA,CryptoNight,PoW,560085952.404637,1000000000.0,0.3224713058225381,-2.269242784260608,0.3206339574529409,PluraCoin,0
EMAR,Scrypt,PoW/PoS,21599339.6728,84000000.0,-0.33709102441709626,0.9872446167416953,-0.4274488343370024,EmaratCoin,3
DKD,X15,PoS,30284196.369129,90000000.0,-0.1949837582541377,1.6179574316987388,-0.2969952074754853,Dekado,3
LYNX,Scrypt,HPoW,77872059787.8998,92000000000.0,2.234946881412745,0.17043108804055462,-0.44938357615788205,Lynx,3
POSQ,Quark,PoS,2716264.95302831,650000000.0,-0.35341374494914163,1.4790632425537806,-0.13803450705665268,Poseidon Quark,3
BWS,SHA-256,PoS,57811001.000889,100262205.0,-0.2699177493473864,0.6248972354481678,-0.052558568445284386,BitcoinWSpectrum,3
MUSE,DPoS,PoS,18194936.0,18081806.0,1.0195975342254722,1.6187677901272048,0.029868025092347397,Muse,3
XMN,X16R,PoW,8125865.02097646,22075700.0,-0.1909708483049961,-1.2131372816153372,0.2223029934385377,Motion,0
PLUS1,HMQ1725,PoW,8645406.16776286,21000000.0,-0.17379187590668346,-2.2947427032721652,0.38109083558483786,PlusOneCoin,0
AXE,X11,PoW,4993030.69736615,21000000.0,-0.2214358422043528,-0.9337045302550532,0.024621798670659438,Axe,0
TRVC,X16R,PoW/PoS,36923120.6205934,82546564.0,-0.35856271570393855,0.8993088740524063,-0.20856606311553635,Trivechain,3
DTEM,Quark,PoS,7082392.24744494,21000000.0,-0.35782101263023297,1.4793574464330157,-0.13796539800975352,Dystem,3
GIC,Quark,PoW/PoS,5919489.76813523,5151000.0,-0.40189739305515754,1.6638695780286514,-0.3703514458862907,Giant,3
PNY,Scrypt,PoS,1042012.45227735,16880000000.0,-0.17428228174251784,0.7949207153487433,-0.19693458035875075,Peony Coin,3
ABS,Lyra2REv2,PoW/PoS,13332617.9413708,52500000.0,-0.3519248165549013,0.8265530330929342,-0.2791157957129679,Absolute Coin,3
VITAE,Quark,PoS,66053877.6256106,100000000.0,-0.35654044442617816,1.4793436458160316,-0.13799175149536175,Vitae,3
HEX,Scrypt,PoW,1416663.06600024,22105263.0,-0.1694040278440249,-1.1251975261348612,0.0034178236065523625,HexCoin,0
TPC,Scrypt,PoW/PoS,5403802.49590733,1000000000.0,-0.33079297082826986,0.9868123473769828,-0.42754655540684167,TPCash,3
WEBC,CryptoNight-V7,PoW,15580199.3087496,1750000000.0,-0.14628444116704936,-2.1720282811591014,0.3740104706090233,Webchain,0
RYO,Cryptonight-GPU,PoW,4890897.0,88188888.0,-0.11535411422270035,-2.2976144955074647,0.10885330982662333,Ryo,0
URALS,XEVAN,PoW,14746153.0962884,210000000.0,-0.14265581056151475,-0.5433852289902052,-0.02429012051319782,Urals Coin,0
QWC,CryptoNight Heavy,PoW,99553110528.8022,184470000000.0,3.112411907672604,-2.2930319831070136,0.29675906370888144,Qwertycoin,0
ARE,X11,PoS,19269509.94,55000000.0,-0.34544301899730434,0.9942430737724389,-0.17385181597461602,ARENON,3
EUNO,X11,PoW/PoS,30771125.9760867,50000000.0,-0.3892877664480736,1.1787550860953229,-0.4062428387717385,EUNO,3
MMO,Scrypt,PoS,107763867.917675,260000000.0,-0.290840630577411,0.8026910710789964,-0.19510595269089034,MMOCoin,3
KETAN,PoS,PoS,9327131.59708692,210000000.0,-0.35117164993991634,1.552989745938512,-0.0890193338588052,Ketan,3
PPAI,SHA-256,PoW,2100000000.0,2100000000.0,-0.10636854318500909,-1.303196260543128,0.14507676404453193,Project Pai,0
XDNA,Keccak,PoW/PoS,4672513.84432375,366000000.0,-0.35341873471577984,1.0071406085584382,-0.30070776827979584,XDNA,3
PAXEX,X11,PoS,4504639.0,100000000.0,-0.3453042503894882,0.9942164044918799,-0.17385246869696155,PAXEX,3
AZART,X11,PoW,5015881.37315389,25000000.0,-0.22140719679051013,-0.9337063814987381,0.024621344155639362,Azart,0
TSC,Scrypt,PoW/PoS,1059954080.43439,18000000000.0,-0.1973549399964076,0.9793169563512212,-0.4297625421874599,ThunderStake,3
KCASH,SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000.0,-0.2563718093238015,1.8012639640789774,-0.42237829318397363,Kcash,3
XCG,X16R,PoW,9753753.61515394,100000000.0,-0.19039835782362058,-1.2131728858080495,0.22229378780007597,Xchange,0
AAC,ECC 256K1,DPOS,1000000000.0,1000000000.0,-0.3358841154467413,3.0365551757068547,22.478480408087545,Acute Angle Cloud,1
CRYP,Equihash,PoW,4235111504.0,7600000000.0,-0.049109565115762435,-2.1085397813405855,0.3163797407753524,CrypticCoin,0
BTXC,XEVAN,PoS,6787405.18013774,50000000.0,-0.2683103548556053,1.3846439430140258,-0.22273541779895442,Bettex coin,3
ACM,Lyra2Z,PoW,13634850.0,84000000.0,-0.1463892704325789,-2.1403287831097964,0.27956152571910886,Actinium,0
BSV,SHA-256,PoW,17992514.6469233,21000000.0,-0.14654354721344723,-1.303039254738827,0.145927696879116,Bitcoin SV,0
BITM,XEVAN,Pos,208515864.367343,70000000000.0,0.54794905051737,1.4564517750885886,-0.4269325037758756,BitMoney,3
JMC,X11,PoS,17209923728.3266,0.0,-0.13585002896123594,1.0009549614177593,-0.17895020272314302,Junson Ming Chan Coin,3
FRED,CryptoNight,PoW,1867054873.28397,8080000000.0,0.38864420949128003,-2.272026870941041,0.3194533881324456,FREDEnergy,0
HERB,Quark,PoW/PoS,35312185.7437239,54000000.0,-0.40119194639385913,1.6638582939373467,-0.37036564145656375,HerbCoin,3
UMO,Blake,PoW,1578281.31341127,105120001.44,-0.15623090855064434,-2.0754083357762045,0.39646406071140067,Universal Molecule,0
LIT,Blake,PoW,15846721.2482747,25228800.0,-0.15662317455848704,-2.075365634027262,0.3964687663002478,Lithium,0
PIRATE,Equihash,PoS,13475920.0,105000000.0,-0.27825066374547286,-0.17873850431292193,0.12000666500797795,PirateCash,0
EXO,Exosis,PoW,406091.925,21000000.0,-0.14596135276016362,-2.191063475385346,0.24134400025369246,Exosis,0
BLTG,Scrypt,PoW,35284717.173946,120000000.0,-0.16829610344740792,-1.125229877413718,0.00339680932682318,Block-Logic,0
OWC,Scrypt,PoW/PoS,14777549.3940764,21000000.0,-0.3376211213913077,0.9872712604745727,-0.427439756949918,Oduwa,3
BEAM,Equihash,PoW,35687520.0,262800000.0,-0.1524376230003062,-2.106761109593156,0.3184479763445451,Beam,0
GALI,Quark,PoW/PoS,18265011.2486006,19035999.0,-0.4016481266046715,1.6638679228425781,-0.3703566659116325,Galilel,3
BTH,Equihash,PoW,25150787.5,30886000.0,-0.15421096386053348,-2.1066573602268486,0.3184770637939407,Bithereum,0
CSPN,Quark,PoS,1934701.67524713,13370000.0,-0.3579380001322669,1.4793589924377724,-0.1379630154248305,Crypto Sports,3
CREDIT,Scrypt,PoW/PoS,30825710000.0296,74800000000.0,0.5690337315794576,0.9644804905242682,-0.4449588627219583,Credit,3
SLC,QuBit,PoW,12925790.4226959,100000000.0,-0.1896537268796642,-1.4979113315690211,0.11215225672591037,SLICE,0
DASHP,X11,PoS,715659.44237941,19700000.0,-0.3459199859456806,0.9942522729061015,-0.1738423554324879,Dash Platinum,3
NSD,Scrypt,PoW/PoS,20546528.2059957,84000000.0,-0.3371038844592684,0.9872442072503153,-0.42744852171821734,Nasdacoin,3
BEET,XEVAN,PoW/PoS,198938144.363399,500000000.0,-0.30672181589495123,1.5690146289212459,-0.4552310112885563,Beetle Coin,3
TTN,SHA-256D,PoW/PoS,896361168.0,5000000000.0,-0.300995412389598,1.8696919716442448,-0.5610155161585777,Titan Coin,3
AWR,X11,PoW/PoS,15420234.5389336,420000000.0,-0.3868513946717787,1.1785770532005362,-0.40627969552963944,Award,3
BLAST,SHA-256,PoW,52293836.6277958,64000000.0,-0.14581962053140998,-1.3030459096411362,0.14591269844857527,BLAST,0
XRC,X13,PoW,1170292.5,2100000.0,-0.10705076938034454,-0.3627032838956468,-0.046174051581649125,Bitcoin Rhodium,0
GLT,SHA-256,PoW,84613099.9999955,168000000.0,-0.14468731861904896,-1.3030817024706276,0.14589146068522216,GlobalToken,0
INSN,X11,PoW/PoS,23775960.3207514,30000000.0,-0.38951504353464345,1.178761665980563,-0.4062385229984926,Insane Coin,3
ALX,DPoS,DPoS,1000000000.0,1000000000.0,3.7415401449648216,1.7724836332187535,0.1256786151019298,ALAX,3
LDOGE,Scrypt,PoW/PoS,15318887081.0146,35000000000.0,0.09737400000993736,0.976957414501531,-0.4358994000984324,LiteDoge,3
SLR,Scrypt,PoW,55565076.3863525,98100000000.0,0.5267839897734432,-1.1707859095431465,-0.007576354276017338,SolarCoin,0
TRK,X11,PoW/PoS,242574105.22384,0.0,-0.38705518176834913,1.1788607185798263,-0.40630013431186457,TruckCoin,3
UFO,NeoScrypt,PoW,3824685012.0,4000000000.0,-0.0971366414369695,-1.5722242164319582,0.19909652541127112,UFO Coin,0
OC,Scrypt,PoW/PoS,3537150.0,200000000.0,-0.3364890306842374,0.9871836476344225,-0.4274564551671479,OrangeCoin,3
BLC,Blake,PoW,23356790.1494191,7000000000.0,-0.10706933695009513,-2.0786062108221888,0.3956858330421082,BlakeCoin,0
BITS,Scrypt,PoW/PoS,20576532.0,54256119.0,-0.3373144488820457,0.98725805080252,-0.4274452013219351,BitstarCoin,3
NEOS,SHA-256,PoS,4392258.24647793,21000000.0,-0.27113235050947215,0.6249133177402367,-0.0525338344257268,NeosCoin,3
HYPER,Scrypt,PoW/PoS,9631199.99309942,0.0,-0.33783290684842965,0.987279024490393,-0.4274358782263599,HyperCoin,3
